	Ngay	GiaDieuChinh	GiaDongCua	KhoiLuongKhopLenh	GiaTriKhopLenh
2268	2016-02-05	22.55	39.7	1440	55000000
2269	2016-02-15	21.87	38.5	120	5000000
2270	2016-02-16	22.44	39.5	4250	169000000
2271	2016-02-17	22.72	40.0	40	2000000
2272	2016-02-18	22.15	39.0	14740	576000000
2273	2016-02-19	22.44	39.5	13740	523000000
2274	2016-02-22	22.38	39.4	3910	148000000
2275	2016-02-23	22.15	39.0	2020	79000000
2276	2016-02-24	21.87	38.5	9020	347000000
2277	2016-02-25	21.25	37.4	2920	109000000
2278	2016-02-26	19.88	35.0	680	24000000
2279	2016-02-29	21.25	37.4	4140	148000000
2280	2016-03-01	19.77	34.8	30	1000000
2281	2016-03-02	21.13	37.2	70	3000000
2282	2016-03-03	21.59	38.0	600	23000000
2283	2016-03-04	21.53	37.9	2970	110000000
2284	2016-03-07	21.3	37.5	3610	134000000
2285	2016-03-08	21.59	38.0	3900	147000000
2286	2016-03-09	21.53	37.9	120	5000000
2287	2016-03-10	21.42	37.7	6750	244000000
2288	2016-03-11	19.94	35.1	2520	90000000
2289	2016-03-14	20.79	36.6	610	22000000
2290	2016-03-15	20.17	35.5	540	19000000
2291	2016-03-16	20.96	36.9	370	13000000
2292	2016-03-17	20.96	36.9	700	26000000
2293	2016-03-18	20.45	36.0	1320	48000000
2294	2016-03-21	20.56	36.2	810	29000000
2295	2016-03-22	20.56	36.2	800	29000000
2296	2016-03-23	21.02	37.0	1500	56000000
2297	2016-03-24	21.02	37.0	30	1000000
2298	2016-03-25	20.96	36.9	20	1000000
2299	2016-03-28	20.96	36.9	0	0
2300	2016-03-29	20.96	36.9	0	0
2301	2016-03-30	21.02	37.0	990	37000000
2302	2016-03-31	21.3	37.5	1150	42000000
2303	2016-04-01	21.3	37.5	0	0
2304	2016-04-04	21.3	37.5	0	0
2305	2016-04-05	21.3	37.5	0	0
2306	2016-04-06	21.3	37.5	10	0
2307	2016-04-07	21.3	37.5	50	2000000
2308	2016-04-08	21.3	37.5	2890	108000000
2309	2016-04-11	21.3	37.5	10	0
2310	2016-04-12	21.3	37.5	0	0
2311	2016-04-13	21.3	37.5	0	0
2312	2016-04-14	22.15	39.0	1580	61000000
2313	2016-04-15	21.87	38.5	410	15000000
2314	2016-04-19	21.25	37.4	650	24000000
2315	2016-04-20	21.25	37.4	0	0
2316	2016-04-21	21.19	37.3	1410	49000000
2317	2016-04-22	21.19	37.3	0	0
2318	2016-04-25	21.19	37.3	0	0
2319	2016-04-26	21.19	37.3	0	0
2320	2016-04-27	21.19	37.3	0	0
2321	2016-04-28	20.85	36.7	160	6000000
2322	2016-04-29	20.96	36.9	60	2000000
2323	2016-05-04	20.96	36.9	860	32000000
2324	2016-05-05	20.96	36.9	0	0
2325	2016-05-06	20.9	36.8	630	23000000
2326	2016-05-09	20.9	36.8	0	0
2327	2016-05-10	21.3	37.5	110	4000000
2328	2016-05-11	21.02	37.0	1200	44000000
2329	2016-05-12	21.13	37.2	340	12000000
2330	2016-05-13	21.13	37.2	50	2000000
2331	2016-05-16	21.13	37.2	320	12000000
2332	2016-05-17	21.13	37.2	0	0
2333	2016-05-18	21.13	37.2	0	0
2334	2016-05-19	20.85	36.7	290	10000000
2335	2016-05-20	21.02	37.0	10	0
2336	2016-05-23	20.96	36.9	220	8000000
2337	2016-05-24	20.96	36.9	0	0
2338	2016-05-25	21.13	37.2	10	0
2339	2016-05-26	21.13	37.2	280	10000000
2340	2016-05-27	21.13	37.2	0	0
2341	2016-05-30	21.13	37.2	0	0
2342	2016-05-31	21.59	38.0	5060	186000000
2343	2016-06-01	21.59	38.0	0	0
2344	2016-06-02	21.76	38.3	20	1000000
2345	2016-06-03	21.64	38.1	13010	494000000
2346	2016-06-06	21.64	38.1	0	0
2347	2016-06-07	21.64	38.1	0	0
2348	2016-06-08	21.64	38.1	0	0
2349	2016-06-09	21.64	38.1	0	0
2350	2016-06-10	21.64	38.1	0	0
2351	2016-06-13	20.68	36.4	100	4000000
2352	2016-06-14	21.02	37.0	10	0
2353	2016-06-15	21.25	37.4	10	0
2354	2016-06-16	20.96	36.9	230	8000000
2355	2016-06-17	21.3	37.5	260	10000000
2356	2016-06-20	21.59	38.0	110	4000000
2357	2016-06-21	21.3	37.5	120	4000000
2358	2016-06-22	21.53	37.9	3500	132000000
2359	2016-06-23	21.53	37.9	0	0
2360	2016-06-24	21.53	37.9	60	2000000
2361	2016-06-27	21.53	37.9	0	0
2362	2016-06-28	21.53	37.9	0	0
2363	2016-06-29	21.53	37.9	0	0
2364	2016-06-30	21.47	37.8	19240	731000000
2365	2016-07-01	21.36	37.6	90	3000000
2366	2016-07-04	21.13	37.2	3100	109000000
2367	2016-07-05	21.36	37.6	1240	46000000
2368	2016-07-06	21.42	37.7	10	0
2369	2016-07-07	21.25	37.4	250	9000000
2370	2016-07-08	20.79	36.6	220	8000000
2371	2016-07-11	21.59	38.0	10	0
2372	2016-07-12	21.59	38.0	0	0
2373	2016-07-13	20.68	36.4	560	20000000
2374	2016-07-14	21.19	37.3	3210	110000000
2375	2016-07-15	20.73	36.5	160	6000000
2376	2016-07-18	21.3	37.5	110	4000000
2377	2016-07-19	19.83	34.9	2420	87000000
2378	2016-07-20	20.9	36.8	230	8000000
2379	2016-07-21	24.97	31.4	160	5000000
2380	2016-07-22	25.05	31.5	10	0
2381	2016-07-25	24.57	30.9	220	7000000
2382	2016-07-26	25.29	31.8	10	0
2383	2016-07-27	25.29	31.8	0	0
2384	2016-07-28	23.54	29.6	130	4000000
2385	2016-07-29	23.86	30.0	760	23000000
2386	2016-08-01	24.49	30.8	3070	86000000
2387	2016-08-02	24.73	31.1	20	1000000
2388	2016-08-03	24.89	31.3	40	1000000
2389	2016-08-04	24.65	31.0	2380	70000000
2390	2016-08-05	24.57	30.9	610	19000000
2391	2016-08-08	22.9	28.8	30	1000000
2392	2016-08-09	23.06	29.0	1790	51000000
2393	2016-08-10	24.57	30.9	2770	86000000
2394	2016-08-11	25.77	32.4	1650	52000000
2395	2016-08-12	25.45	32.0	1020	33000000
2396	2016-08-15	25.45	32.0	280	9000000
2397	2016-08-16	24.65	31.0	1050	32000000
2398	2016-08-17	24.65	31.0	370	11000000
2399	2016-08-18	24.65	31.0	0	0
2400	2016-08-19	24.57	30.9	420	13000000
2401	2016-08-22	25.45	32.0	1700	54000000
2402	2016-08-23	25.45	32.0	90	3000000
2403	2016-08-24	25.45	32.0	210	7000000
2404	2016-08-25	25.45	32.0	150	5000000
2405	2016-08-26	25.45	32.0	100	3000000
2406	2016-08-29	25.45	32.0	0	0
2407	2016-08-30	25.45	32.0	0	0
2408	2016-08-31	25.45	32.0	0	0
2409	2016-09-01	25.45	32.0	110	4000000
2410	2016-09-05	25.45	32.0	0	0
2411	2016-09-06	25.45	32.0	2300	74000000
2412	2016-09-07	25.45	32.0	210	7000000
2413	2016-09-08	25.45	32.0	160	5000000
2414	2016-09-09	25.21	31.7	900	28000000
2415	2016-09-12	25.25	31.75	810	25000000
2416	2016-09-13	25.25	31.75	0	0
2417	2016-09-14	25.13	31.6	320	10000000
2418	2016-09-15	25.13	31.6	310	10000000
2419	2016-09-16	25.05	31.5	20	1000000
2420	2016-09-19	25.05	31.5	500	16000000
2421	2016-09-20	25.05	31.5	2190	69000000
2422	2016-09-21	25.45	32.0	890	28000000
2423	2016-09-22	25.45	32.0	150	5000000
2424	2016-09-23	26.64	33.5	300	10000000
2425	2016-09-26	26.96	33.9	300	10000000
2426	2016-09-27	26.96	33.9	100	3000000
2427	2016-09-28	26.96	33.9	0	0
2428	2016-09-29	26.96	33.9	10	0
2429	2016-09-30	28.63	36.0	670	24000000
2430	2016-10-03	28.63	36.0	500	18000000
2431	2016-10-04	28.63	36.0	0	0
2432	2016-10-05	28.63	36.0	1470	52000000
2433	2016-10-06	28.63	36.0	0	0
2434	2016-10-07	28.63	36.0	0	0
2435	2016-10-10	29.82	37.5	250	9000000
2436	2016-10-11	29.82	37.5	0	0
2437	2016-10-12	29.82	37.5	0	0
2438	2016-10-13	29.82	37.5	210	8000000
2439	2016-10-14	30.22	38.0	500	20000000
2440	2016-10-17	30.22	38.0	100	4000000
2441	2016-10-18	30.22	38.0	2060	76000000
2442	2016-10-19	30.62	38.5	70	3000000
2443	2016-10-20	30.62	38.5	0	0
2444	2016-10-21	30.62	38.5	1530	57000000
2445	2016-10-24	30.78	38.7	30	1000000
2446	2016-10-25	30.78	38.7	0	0
2447	2016-10-26	30.78	38.7	0	0
2448	2016-10-27	30.78	38.7	20	1000000
2449	2016-10-28	30.78	38.7	100	4000000
2450	2016-10-31	30.78	38.7	0	0
2451	2016-11-01	30.78	38.7	0	0
2452	2016-11-02	30.78	38.7	0	0
2453	2016-11-03	30.78	38.7	30	1000000
2454	2016-11-04	30.94	38.9	20	1000000
2455	2016-11-07	30.94	38.9	0	0
2456	2016-11-08	30.94	38.9	0	0
2457	2016-11-09	29.82	37.5	20	1000000
2458	2016-11-10	30.94	38.9	580	21000000
2459	2016-11-11	30.94	38.9	0	0
2460	2016-11-14	30.94	38.9	0	0
2461	2016-11-15	30.94	38.9	500	19000000
2462	2016-11-16	30.94	38.9	0	0
2463	2016-11-17	31.81	40.0	1500	60000000
2464	2016-11-18	31.81	40.0	0	0
2465	2016-11-21	31.81	40.0	0	0
2466	2016-11-22	31.41	39.5	330	13000000
2467	2016-11-23	31.41	39.5	0	0
2468	2016-11-24	31.41	39.5	0	0
2469	2016-11-25	31.65	39.8	190	8000000
2470	2016-11-28	30.62	38.5	450	17000000
2471	2016-11-29	28.63	36.0	2300	83000000
2472	2016-11-30	30.06	37.8	1950	74000000
2473	2016-12-01	30.78	38.7	520	18000000
2474	2016-12-02	30.78	38.7	0	0
2475	2016-12-05	30.46	38.3	990	36000000
2476	2016-12-06	30.78	38.7	2150	78000000
2477	2016-12-07	30.78	38.7	350	14000000
2478	2016-12-08	30.66	38.55	460	17000000
2479	2016-12-09	30.58	38.45	1030	38000000
2480	2016-12-12	30.58	38.45	0	0
2481	2016-12-13	30.58	38.45	150	6000000
2482	2016-12-14	30.58	38.45	0	0
2483	2016-12-15	30.58	38.45	300	12000000
2484	2016-12-16	31.41	39.5	110	4000000
2485	2016-12-19	31.41	39.5	0	0
2486	2016-12-20	31.41	39.5	700	28000000
2487	2016-12-21	31.41	39.5	270	11000000
2488	2016-12-22	31.33	39.4	2370	90000000
2489	2016-12-23	31.33	39.4	0	0
2490	2016-12-26	31.33	39.4	0	0
2491	2016-12-27	30.46	38.3	220	8000000
2492	2016-12-28	30.78	38.7	1520	57000000
2493	2016-12-29	30.78	38.7	100	4000000
2494	2016-12-30	30.78	38.7	250	10000000
2495	2017-01-03	30.94	38.9	620	24000000
2496	2017-01-04	30.94	38.9	0	0
2497	2017-01-05	30.86	38.8	190	7000000
2498	2017-01-06	30.86	38.8	250	10000000
2499	2017-01-09	30.78	38.7	360	13000000
2500	2017-01-10	30.78	38.7	0	0
2501	2017-01-11	31.33	39.4	110	4000000
2502	2017-01-12	31.33	39.4	200	8000000
2503	2017-01-13	31.33	39.4	0	0
2504	2017-01-16	31.25	39.3	970	38000000
2505	2017-01-17	31.33	39.4	880	33000000
2506	2017-01-18	30.22	38.0	1470	55000000
2507	2017-01-19	28.63	36.0	580	21000000
2508	2017-01-20	30.62	38.5	1840	62000000
2509	2017-01-23	30.18	37.95	490	18000000
2510	2017-01-24	28.23	35.5	190	7000000
2511	2017-01-25	27.83	35.0	1890	63000000
2512	2017-02-02	27.44	34.5	2130	69000000
2513	2017-02-03	29.03	36.5	4760	171000000
2514	2017-02-06	28.79	36.2	120	4000000
2515	2017-02-07	28.47	35.8	1470	52000000
2516	2017-02-08	26.48	33.3	440	15000000
2517	2017-02-09	27.83	35.0	300	10000000
2518	2017-02-10	28.55	35.9	650	23000000
2519	2017-02-13	28.55	35.9	200	7000000
2520	2017-02-14	28.55	35.9	30	1000000
2521	2017-02-15	28.55	35.9	10	0
2522	2017-02-16	28.55	35.9	710	25000000
2523	2017-02-17	28.55	35.9	230	8000000
2524	2017-02-20	28.55	35.9	10	0
2525	2017-02-21	28.55	35.9	130	5000000
2526	2017-02-22	28.55	35.9	10	0
2527	2017-02-23	28.55	35.9	2390	85000000
2528	2017-02-24	28.55	35.9	50	2000000
2529	2017-02-27	28.55	35.9	260	9000000
2530	2017-02-28	28.55	35.9	50	2000000
2531	2017-03-01	29.82	37.5	200	7000000
2532	2017-03-02	29.82	37.5	2470	91000000
2533	2017-03-03	29.82	37.5	270	10000000
2534	2017-03-06	29.74	37.4	160	6000000
2535	2017-03-07	29.74	37.4	3170	112000000
2536	2017-03-08	29.74	37.4	250	9000000
2537	2017-03-09	29.74	37.4	2340	84000000
2538	2017-03-10	29.74	37.4	550	21000000
2539	2017-03-13	29.74	37.4	2510	92000000
2540	2017-03-14	29.43	37.0	2730	99000000
2541	2017-03-15	29.43	37.0	300	11000000
2542	2017-03-16	29.43	37.0	1540	56000000
2543	2017-03-17	29.39	36.95	70	3000000
2544	2017-03-20	29.39	36.95	730	27000000
2545	2017-03-21	29.43	37.0	690	25000000
2546	2017-03-22	29.43	37.0	1090	40000000
2547	2017-03-23	29.43	37.0	500	19000000
2548	2017-03-24	29.43	37.0	0	0
2549	2017-03-27	29.82	37.5	1180	44000000
2550	2017-03-28	29.82	37.5	250	9000000
2551	2017-03-29	29.82	37.5	770	27000000
2552	2017-03-30	29.82	37.5	10	0
2553	2017-03-31	29.82	37.5	30	1000000
2554	2017-04-03	29.82	37.5	850	32000000
2555	2017-04-04	29.82	37.5	150	6000000
2556	2017-04-05	29.82	37.5	0	0
2557	2017-04-07	29.82	37.5	0	0
2558	2017-04-10	29.82	37.5	0	0
2559	2017-04-11	29.82	37.5	0	0
2560	2017-04-12	29.82	37.5	0	0
2561	2017-04-13	29.82	37.5	0	0
2562	2017-04-14	29.43	37.0	240	9000000
2563	2017-04-17	29.35	36.9	230	8000000
2564	2017-04-18	29.35	36.9	1790	63000000
2565	2017-04-19	29.27	36.8	5210	188000000
2566	2017-04-20	29.35	36.9	1420	52000000
2567	2017-04-21	29.31	36.85	710	26000000
2568	2017-04-24	29.31	36.85	30	1000000
2569	2017-04-25	29.31	36.85	0	0
2570	2017-04-26	29.78	37.45	340	13000000
2571	2017-04-27	29.78	37.45	0	0
2572	2017-04-28	29.78	37.45	0	0
2573	2017-05-03	29.78	37.45	50	2000000
2574	2017-05-04	30.18	37.95	1540	55000000
2575	2017-05-05	30.22	38.0	3630	130000000
2576	2017-05-08	31.02	39.0	10	0
2577	2017-05-09	31.02	39.0	1250	49000000
2578	2017-05-10	30.34	38.15	4100	152000000
2579	2017-05-11	30.14	37.9	330	12000000
2580	2017-05-12	30.14	37.9	0	0
2581	2017-05-15	30.14	37.9	810	31000000
2582	2017-05-16	30.14	37.9	910	34000000
2583	2017-05-17	30.14	37.9	590	22000000
2584	2017-05-18	30.06	37.8	210	8000000
2585	2017-05-19	29.82	37.5	1650	61000000
2586	2017-05-22	29.82	37.5	0	0
2587	2017-05-23	29.74	37.4	1190	44000000
2588	2017-05-24	29.74	37.4	620	23000000
2589	2017-05-25	29.82	37.5	110	4000000
2590	2017-05-26	29.58	37.2	720	27000000
2591	2017-05-29	29.58	37.2	100	4000000
2592	2017-05-30	29.58	37.2	110	4000000
2593	2017-05-31	29.58	37.2	210	8000000
2594	2017-06-01	29.58	37.2	440	16000000
2595	2017-06-02	29.58	37.2	0	0
2596	2017-06-05	29.58	37.2	0	0
2597	2017-06-06	29.43	37.0	50	2000000
2598	2017-06-07	29.43	37.0	0	0
2599	2017-06-08	29.43	37.0	0	0
2600	2017-06-09	29.43	37.0	80	3000000
2601	2017-06-12	29.43	37.0	0	0
2602	2017-06-13	29.43	37.0	0	0
2603	2017-06-14	29.5	37.1	2910	101000000
2604	2017-06-15	30.02	37.75	1410	52000000
2605	2017-06-16	30.02	37.75	10	0
2606	2017-06-19	29.82	37.5	1080	41000000
2607	2017-06-20	29.82	37.5	50	2000000
2608	2017-06-21	29.66	37.3	1280	48000000
2609	2017-06-22	29.66	37.3	50	2000000
2610	2017-06-23	29.03	36.5	13100	461000000
2611	2017-06-26	29.35	36.9	220	8000000
2612	2017-06-27	29.27	36.8	690	25000000
2613	2017-06-28	27.24	34.25	850	29000000
2614	2017-06-29	25.85	32.5	2350	77000000
2615	2017-06-30	27.44	34.5	1170	40000000
2616	2017-07-03	28.35	35.65	380	13000000
2617	2017-07-04	28.15	35.4	1300	46000000
2618	2017-07-05	28.11	35.35	5230	178000000
2619	2017-07-06	28.11	35.35	220	8000000
2620	2017-07-07	28.11	35.35	680	24000000
2621	2017-07-10	28.11	35.35	510	18000000
2622	2017-07-11	28.11	35.35	490	17000000
2623	2017-07-12	28.11	35.35	2050	72000000
2624	2017-07-13	27.6	34.7	3560	123000000
2625	2017-07-14	25.69	32.3	310	10000000
2626	2017-07-17	27.44	34.5	1000	35000000
2627	2017-07-18	27.72	34.85	2750	92000000
2628	2017-07-19	27.64	34.75	3600	124000000
2629	2017-07-20	29.11	36.6	930	34000000
2630	2017-07-21	27.08	34.05	30	1000000
2631	2017-07-24	25.21	31.7	2670	85000000
2632	2017-07-25	26.44	33.25	500	17000000
2633	2017-07-26	26.44	33.25	0	0
2634	2017-07-27	25.45	32.0	850	27000000
2635	2017-07-28	26.16	32.9	570	18000000
2636	2017-07-31	26.72	33.6	670	22000000
2637	2017-08-01	27.32	34.35	670	23000000
2638	2017-08-02	27.28	34.3	770	26000000
2639	2017-08-03	27.24	34.25	1530	51000000
2640	2017-08-04	27.28	34.3	1270	42000000
2641	2017-08-07	26.64	33.5	1820	61000000
2642	2017-08-08	26.72	33.6	53380	1747000000
2643	2017-08-09	27.4	34.45	51890	1735000000
2644	2017-08-10	27.83	35.0	23540	795000000
2645	2017-08-11	28.87	36.3	67170	2377000000
2646	2017-08-14	28.63	36.0	7220	250000000
2647	2017-08-15	27.83	35.0	15540	554000000
2648	2017-08-16	28.63	36.0	14020	491000000
2649	2017-08-17	28.23	35.5	8500	300000000
2650	2017-08-18	28.63	36.0	12360	430000000
2651	2017-08-21	29.9	37.6	19370	670000000
2652	2017-08-22	28.23	35.5	14100	499000000
2653	2017-08-23	28.19	35.45	6250	221000000
2654	2017-08-24	28.39	35.7	59100	2112000000
2655	2017-08-25	27.91	35.1	10110	362000000
2656	2017-08-28	29.03	36.5	30	1000000
2657	2017-08-29	29.27	36.8	25160	881000000
2658	2017-08-30	29.27	36.8	28090	993000000
2659	2017-08-31	29.35	36.9	13020	460000000
2660	2017-09-01	29.74	37.4	18520	679000000
2661	2017-09-05	29.74	37.4	0	0
2662	2017-09-06	29.03	36.5	15000	548000000
2663	2017-09-07	28.63	36.0	5000	180000000
2664	2017-09-08	29.74	37.4	20	1000000
2665	2017-09-11	29.43	37.0	6480	240000000
2666	2017-09-12	29.03	36.5	20000	749000000
2667	2017-09-13	28.71	36.1	17200	628000000
2668	2017-09-14	28.63	36.0	5000	180000000
2669	2017-09-15	29.82	37.5	3520	131000000
2670	2017-09-18	29.82	37.5	0	0
2671	2017-09-19	29.82	37.5	0	0
2672	2017-09-20	29.43	37.0	2100	78000000
2673	2017-09-21	30.62	38.5	10	0
2674	2017-09-22	30.62	38.5	0	0
2675	2017-09-25	28.71	36.1	210	8000000
2676	2017-09-26	29.82	37.5	6310	235000000
2677	2017-09-27	29.82	37.5	0	0
2678	2017-09-28	29.03	36.5	3430	125000000
2679	2017-09-29	30.62	38.5	30	1000000
2680	2017-10-02	29.03	36.5	310	11000000
2681	2017-10-03	29.82	37.5	15600	569000000
2682	2017-10-04	29.82	37.5	0	0
2683	2017-10-05	29.82	37.5	0	0
2684	2017-10-06	30.78	38.7	10	0
2685	2017-10-09	29.03	36.5	100	4000000
2686	2017-10-10	30.62	38.5	10	0
2687	2017-10-11	30.62	38.5	0	0
2688	2017-10-12	30.62	38.5	0	0
2689	2017-10-13	30.54	38.4	10090	366000000
2690	2017-10-16	30.54	38.4	0	0
2691	2017-10-17	30.54	38.4	0	0
2692	2017-10-18	30.54	38.4	0	0
2693	2017-10-19	29.78	37.45	20180	731000000
2694	2017-10-20	29.43	37.0	210	8000000
2695	2017-10-23	29.43	37.0	0	0
2696	2017-10-24	29.03	36.5	5300	188000000
2697	2017-10-25	30.22	38.0	10	0
2698	2017-10-26	28.23	35.5	5100	186000000
2699	2017-10-27	28.23	35.5	230	8000000
2700	2017-10-30	28.23	35.5	730	26000000
2701	2017-10-31	28.63	36.0	280	10000000
2702	2017-11-01	28.63	36.0	0	0
2703	2017-11-02	28.63	36.0	0	0
2704	2017-11-03	29.11	36.6	10	0
2705	2017-11-06	29.35	36.9	10010	353000000
2706	2017-11-07	28.31	35.6	3010	107000000
2707	2017-11-08	28.23	35.5	3550	123000000
2708	2017-11-09	27.04	34.0	310	11000000
2709	2017-11-10	28.23	35.5	1210	43000000
2710	2017-11-13	28.23	35.5	1180	42000000
2711	2017-11-14	27.83	35.0	370	13000000
2712	2017-11-15	27.83	35.0	10	0
2713	2017-11-16	28.23	35.5	9640	342000000
2714	2017-11-17	27.83	35.0	40	1000000
2715	2017-11-20	27.83	35.0	7840	274000000
2716	2017-11-21	28.23	35.5	4940	175000000
2717	2017-11-22	27.83	35.0	20000	705000000
2718	2017-11-23	27.83	35.0	5680	199000000
2719	2017-11-24	27.83	35.0	4500	158000000
2720	2017-11-27	28.23	35.5	4530	161000000
2721	2017-11-28	28.23	35.5	0	0
2722	2017-11-29	28.23	35.5	120000	4250000000
2723	2017-11-30	28.23	35.5	0	0
2724	2017-12-01	28.23	35.5	0	0
2725	2017-12-04	28.23	35.5	0	0
2726	2017-12-05	27.04	34.0	50000	1700000000
2727	2017-12-06	27.04	34.0	0	0
2728	2017-12-07	27.04	34.0	15840	539000000
2729	2017-12-08	26.64	33.5	36660	1246000000
2730	2017-12-11	26.24	33.0	200010	6600000000
2731	2017-12-12	26.24	33.0	51000	1684000000
2732	2017-12-13	25.85	32.5	1000	33000000
2733	2017-12-14	27.04	34.0	10	0
2734	2017-12-15	25.17	31.65	296970	9417860000
2735	2017-12-18	26.92	33.85	98010	2940000000
2736	2017-12-19	25.05	31.5	100510	3166000000
2737	2017-12-20	23.38	29.4	6600	195000000
2738	2017-12-21	24.26	30.5	95170	2898000000
2739	2017-12-22	24.26	30.5	1660	52000000
2740	2017-12-25	25.93	32.6	76220	2408000000
2741	2017-12-26	27.72	34.85	2130	72000000
2742	2017-12-27	29.58	37.2	36230	1333000000
2743	2017-12-28	28.23	35.5	20560	746000000
2744	2017-12-29	27.04	34.0	500	17000000
2745	2018-01-02	27.04	34.0	170	5780000
2746	2018-01-03	27.04	34.0	0	0
2747	2018-01-04	27.04	34.0	0	0
2748	2018-01-05	27.04	34.0	0	0
2749	2018-01-08	27.04	34.0	5200	177000000
2750	2018-01-09	25.21	31.7	71420	2270000000
2751	2018-01-10	26.96	33.9	10	0
2752	2018-01-11	25.17	31.65	30000	950000000
2753	2018-01-12	26.24	33.0	10	330000
2754	2018-01-15	26.24	33.0	0	0
2755	2018-01-16	26.24	33.0	0	0
2756	2018-01-17	24.49	30.8	30090	927000000
2757	2018-01-18	25.05	31.5	10	0
2758	2018-01-19	24.65	31.0	30	1000000
2759	2018-01-22	24.65	31.0	0	0
2760	2018-01-25	23.1	29.05	420	13000000
2761	2018-01-26	24.65	31.0	550	17000000
2762	2018-01-29	23.82	29.95	5200	150000000
2763	2018-01-30	24.97	31.4	110	3000000
2764	2018-01-31	25.45	32.0	10	0
2765	2018-02-01	24.97	31.4	4630	139000000
2766	2018-02-02	24.97	31.4	300	9000000
2767	2018-02-05	23.86	30.0	50	1490000
2768	2018-02-06	23.86	30.0	600	18000000
2769	2018-02-07	23.06	29.0	20	600000
2770	2018-02-08	24.49	30.8	100	3000000
2771	2018-02-09	22.78	28.65	970	28000000
2772	2018-02-12	23.86	30.0	25550	757000000
2773	2018-02-13	23.86	30.0	162500	4740000000
2774	2018-02-21	24.65	31.0	950	29000000
2775	2018-02-22	25.45	32.0	80	3000000
2776	2018-02-23	23.86	30.0	25810	770000000
2777	2018-02-26	22.43	28.2	14710	416000000
2778	2018-02-27	23.06	29.0	27850	746000000
2779	2018-02-28	23.7	29.8	930	28000000
2780	2018-03-01	23.06	29.0	20000	580000000
2781	2018-03-02	22.98	28.9	44770	1240000000
2782	2018-03-05	21.47	27.0	154620	4345000000
2783	2018-03-06	22.27	28.0	109840	3021000000
2784	2018-03-07	22.27	28.0	50010	1365000000
2785	2018-03-08	22.51	28.3	4040	114000000
2786	2018-03-09	22.51	28.3	57000	1575000000
2787	2018-03-12	22.19	27.9	60720	1661000000
2788	2018-03-13	21.55	27.1	3000	81000000
2789	2018-03-14	22.11	27.8	4000	111000000
2790	2018-03-15	21.87	27.5	12510	341000000
2791	2018-03-16	20.76	26.1	16640	443000000
2792	2018-03-19	20.84	26.2	7590	199000000
2793	2018-03-20	19.64	24.7	19500	505000000
2794	2018-03-21	18.69	23.5	6010	144000000
2795	2018-03-22	19.96	25.1	70440	1768000000
2796	2018-03-23	19.88	25.0	23210	569000000
2797	2018-03-26	18.49	23.25	38050	930000000
2798	2018-03-27	19.33	24.3	37180	895000000
2799	2018-03-28	19.09	24.0	13510	324000000
2800	2018-03-29	19.4	24.4	11630	283000000
2801	2018-03-30	18.17	22.85	12040	287000000
2802	2018-04-02	19.29	24.25	25150	608000000
2803	2018-04-03	19.64	24.7	1220	30000000
2804	2018-04-04	19.64	24.7	45240	1097000000
2805	2018-04-05	19.64	24.7	20370	502000000
2806	2018-04-06	21.0	26.4	670	17000000
2807	2018-04-09	19.64	24.7	27030	668000000
2808	2018-04-10	19.33	24.3	18110	442000000
2809	2018-04-11	19.8	24.9	550	14000000
2810	2018-04-12	20.24	25.45	15530	373000000
2811	2018-04-13	18.85	23.7	11410	272000000
2812	2018-04-16	20.16	25.35	40100	1015000000
2813	2018-04-17	21.47	27.0	61030	1590000000
2814	2018-04-18	22.27	28.0	41590	1151000000
2815	2018-04-19	23.82	29.95	30850	826000000
2816	2018-04-20	25.45	32.0	26600	791000000
2817	2018-04-23	23.7	29.8	104980	3128000000
2818	2018-04-24	25.33	31.85	19080	552000000
2819	2018-04-26	23.86	30.0	10000	300000000
2820	2018-04-27	25.37	31.9	30700	923000000
2821	2018-05-02	25.81	32.45	750	23000000
2822	2018-05-03	25.93	32.6	1220	39000000
2823	2018-05-04	25.85	32.5	1760	57000000
2824	2018-05-07	27.04	34.0	2000	66000000
2825	2018-05-08	26.64	33.5	300	10000000
2826	2018-05-09	26.64	33.5	0	0
2827	2018-05-10	26.64	33.5	0	0
2828	2018-05-11	25.45	32.0	220	7000000
2829	2018-05-14	27.04	34.0	10020	334000000
2830	2018-05-15	25.65	32.25	48460	1637000000
2831	2018-05-16	25.65	32.25	0	0
2832	2018-05-17	27.04	34.0	20	1000000
2833	2018-05-18	26.64	33.5	12910	409000000
2834	2018-05-21	26.64	33.5	0	0
2835	2018-05-22	26.6	33.45	3070	101000000
2836	2018-05-23	26.6	33.45	0	0
2837	2018-05-24	27.04	34.0	8500	289000000
2838	2018-05-25	27.04	34.0	5670	193000000
2839	2018-05-28	27.04	34.0	20	1000000
2840	2018-05-29	27.04	34.0	10	0
2841	2018-05-30	25.17	31.65	1950	63000000
2842	2018-05-31	26.92	33.85	10	0
2843	2018-06-01	27.76	34.9	10	0
2844	2018-06-04	25.85	32.5	100	3000000
2845	2018-06-05	27.04	34.0	440	15000000
2846	2018-06-06	27.04	34.0	350	11000000
2847	2018-06-07	27.04	34.0	0	0
2848	2018-06-08	27.04	34.0	170	5000000
2849	2018-06-11	27.04	34.0	200	7000000
2850	2018-06-12	27.04	34.0	630	21000000
