	Ngay	GiaDieuChinh	GiaDongCua	KhoiLuongKhopLenh	GiaTriKhopLenh
1069	2011-04-20	26.16	61.5	13500	830250000
1070	2011-04-21	26.16	61.5	17260	1056730000
1071	2011-04-22	26.16	61.5	4500	274750000
1072	2011-04-25	26.16	61.5	3000	184500000
1073	2011-04-26	25.1	59.0	10880	647485000
1074	2011-04-27	26.54	59.0	4670	275530000
1075	2011-04-28	26.76	59.5	4720	280145000
1076	2011-04-29	26.54	59.0	9720	573490000
1077	2011-05-04	26.54	59.0	6640	388945000
1078	2011-05-05	26.31	58.5	22550	1322175000
1079	2011-05-06	26.31	58.5	3990	233415000
1080	2011-05-09	26.54	59.0	500	29500000
1081	2011-05-10	26.54	59.0	2500	147000000
1082	2011-05-11	26.54	59.0	500	29500000
1083	2011-05-12	26.54	59.0	1500	88500000
1084	2011-05-13	26.54	59.0	1500	88500000
1085	2011-05-16	26.54	59.0	500	29500000
1086	2011-05-17	26.54	59.0	500	29500000
1087	2011-05-18	26.54	59.0	3000	175430000
1088	2011-05-19	26.54	59.0	500	29500000
1089	2011-05-20	26.09	58.0	6600	378715000
1090	2011-05-23	25.64	57.0	12410	702950000
1091	2011-05-24	25.64	57.0	10500	594000000
1092	2011-05-25	25.64	57.0	3700	209800000
1093	2011-05-26	25.86	57.5	10880	616960000
1094	2011-05-27	26.09	58.0	6500	374500000
1095	2011-05-30	26.09	58.0	7300	421450000
1096	2011-05-31	25.64	57.0	2200	127000000
1097	2011-06-01	26.09	58.0	12700	728550000
1098	2011-06-02	26.31	58.5	43300	2522650000
1099	2011-06-03	26.31	58.5	48060	2795470000
1100	2011-06-06	26.31	58.5	36500	2116500000
1101	2011-06-07	26.31	58.5	35400	2060400000
1102	2011-06-08	26.09	58.0	40260	2335080000
1103	2011-06-09	25.86	57.5	28500	1638500000
1104	2011-06-10	25.86	57.5	27100	1561250000
1105	2011-06-13	26.09	58.0	54500	3145750000
1106	2011-06-14	26.31	58.5	69500	4032250000
1107	2011-06-15	26.31	58.5	10000	581000000
1108	2011-06-16	26.31	58.5	21180	1236050000
1109	2011-06-17	26.31	58.5	8820	515810000
1110	2011-06-20	26.31	58.5	14000	819000000
1111	2011-06-21	26.54	59.0	18900	1112200000
1112	2011-06-22	26.31	58.5	30850	1804800000
1113	2011-06-23	26.54	59.0	41000	2402500000
1114	2011-06-24	25.64	57.0	65970	3869675000
1115	2011-06-27	26.09	58.0	33000	1916000000
1116	2011-06-28	26.31	58.5	22600	1318800000
1117	2011-06-29	26.54	59.0	44100	2579150000
1118	2011-06-30	26.76	59.5	30700	1802950000
1119	2011-07-01	26.76	59.5	27000	1592500000
1120	2011-07-04	26.76	59.5	8500	504580000
1121	2011-07-05	26.76	59.5	7700	458600000
1122	2011-07-06	26.99	60.0	34150	2032700000
1123	2011-07-07	25.64	57.0	35050	2038050000
1124	2011-07-08	26.76	59.5	42280	2497120000
1125	2011-07-11	26.99	60.0	202100	12048070000
1126	2011-07-12	26.99	60.0	133500	7982750000
1127	2011-07-13	26.76	59.5	154500	9186250000
1128	2011-07-14	26.76	59.5	164800	9803800000
1129	2011-07-15	26.99	60.0	174200	10467000000
1130	2011-07-18	26.99	60.0	138000	8227500000
1131	2011-07-19	26.99	60.0	6590	394270000
1132	2011-07-20	26.99	60.0	85010	5052600000
1133	2011-07-21	26.31	58.5	185990	11051165000
1134	2011-07-22	26.54	59.0	95000	5590000000
1135	2011-07-25	26.54	59.0	62200	3669800000
1136	2011-07-26	26.54	59.0	68550	4045200000
1137	2011-07-27	26.54	59.0	5450	323300000
1138	2011-07-28	26.76	59.5	52570	3113415000
1139	2011-07-29	26.76	59.5	173030	10301285000
1140	2011-08-01	26.76	59.5	28210	1677605000
1141	2011-08-02	26.76	59.5	26000	1546820000
1142	2011-08-03	26.76	59.5	85300	5074850000
1143	2011-08-04	26.76	59.5	91000	5414500000
1144	2011-08-05	26.76	59.5	39990	2379455000
1145	2011-08-08	26.76	59.5	22310	1325000000
1146	2011-08-09	26.76	59.5	32510	1934345000
1147	2011-08-10	26.99	60.0	33900	2021410000
1148	2011-08-11	26.76	59.5	17000	1010500000
1149	2011-08-12	26.76	59.5	2900	171370000
1150	2011-08-15	26.76	59.5	1000	59500000
1151	2011-08-16	26.54	59.0	3500	206500000
1152	2011-08-17	26.76	59.5	2500	148000000
1153	2011-08-18	26.54	59.0	5400	318650000
1154	2011-08-19	26.54	59.0	10500	619500000
1155	2011-08-22	26.76	59.5	19100	1133750000
1156	2011-08-23	26.76	59.5	7900	462300000
1157	2011-08-24	26.76	59.5	1000	59500000
1158	2011-08-25	26.76	59.5	1000	59500000
1159	2011-08-26	26.76	59.5	6300	372050000
1160	2011-08-29	26.76	59.5	1300	77350000
1161	2011-08-30	26.76	59.5	9500	565250000
1162	2011-08-31	26.76	59.5	3100	181300000
1163	2011-09-01	26.54	59.0	2350	137860000
1164	2011-09-05	26.09	58.0	5220	303510000
1165	2011-09-06	26.09	58.0	2300	133000000
1166	2011-09-07	26.31	58.5	3000	174500000
1167	2011-09-08	26.54	59.0	4200	244275000
1168	2011-09-09	26.09	58.0	2500	146500000
1169	2011-09-12	26.31	58.5	500	29250000
1170	2011-09-13	26.09	58.0	1800	104700000
1171	2011-09-14	26.31	58.5	4030	233755000
1172	2011-09-15	26.09	58.0	1330	77155000
1173	2011-09-16	25.86	57.5	3610	209255000
1174	2011-09-19	25.86	57.5	2090	120220000
1175	2011-09-20	26.09	58.0	490	28420000
1176	2011-09-21	26.09	58.0	3340	193385000
1177	2011-09-22	25.86	57.5	6000	346000000
1178	2011-09-23	25.86	57.5	1700	97750000
1179	2011-09-26	26.09	58.0	510	29580000
1180	2011-09-27	26.09	58.0	2220	129760000
1181	2011-09-28	25.86	57.5	560	32390000
1182	2011-09-29	25.86	57.5	1000	57500000
1183	2011-09-30	25.86	57.5	3600	207300000
1184	2011-10-03	26.09	58.0	400	23200000
1185	2011-10-04	26.09	58.0	500	29000000
1186	2011-10-05	26.09	58.0	6500	379500000
1187	2011-10-06	26.31	58.5	10410	608880000
1188	2011-10-07	26.31	58.5	9000	524000000
1189	2011-10-10	26.54	59.0	5000	295000000
1190	2011-10-11	26.54	59.0	5500	324500000
1191	2011-10-12	26.31	58.5	5500	321750000
1192	2011-10-13	26.54	59.0	6500	380335000
1193	2011-10-14	26.31	58.5	10400	608200000
1194	2011-10-17	26.31	58.5	4020	234620000
1195	2011-10-18	25.86	57.5	8360	480870000
1196	2011-10-19	26.09	58.0	3500	201500000
1197	2011-10-20	26.31	58.5	9500	552250000
1198	2011-10-21	26.31	58.5	10550	616650000
1199	2011-10-24	26.31	58.5	12650	737750000
1200	2011-10-25	26.31	58.5	11500	672750000
1201	2011-10-26	26.31	58.5	2500	146250000
1202	2011-10-27	26.31	58.5	27750	1597110000
1203	2011-10-28	26.54	59.0	2350	136150000
1204	2011-10-31	26.54	59.0	0	0
1205	2011-11-01	26.09	58.0	2400	140200000
1206	2011-11-02	25.19	56.0	28760	1646210000
1207	2011-11-03	25.86	57.5	4900	283000000
1208	2011-11-04	26.31	58.5	3500	204750000
1209	2011-11-07	25.64	57.0	5040	288930000
1210	2011-11-08	25.64	57.0	8540	483510000
1211	2011-11-09	25.64	57.0	2300	131850000
1212	2011-11-10	25.64	57.0	3690	209860000
1213	2011-11-11	25.64	57.0	2340	133480000
1214	2011-11-14	25.41	56.5	5200	296300000
1215	2011-11-15	25.19	56.0	14550	819925000
1216	2011-11-16	25.19	56.0	10050	565050000
1217	2011-11-17	25.41	56.5	43700	2448500000
1218	2011-11-18	25.41	56.5	13900	777750000
1219	2011-11-21	25.41	56.5	20480	1156770000
1220	2011-11-22	24.96	55.5	500	27750000
1221	2011-11-23	25.41	56.5	1700	95100000
1222	2011-11-24	25.41	56.5	19670	1111355000
1223	2011-11-25	25.64	57.0	300	17100000
1224	2011-11-28	25.86	57.5	1680	95400000
1225	2011-11-29	25.86	57.5	0	0
1226	2011-11-30	24.74	55.0	4080	226935000
1227	2011-12-01	23.84	53.0	10	530000
1228	2011-12-02	23.84	53.0	1000	53000000
1229	2011-12-05	23.84	53.0	4000	212000000
1230	2011-12-06	23.84	53.0	17860	951440000
1231	2011-12-07	24.89	53.0	0	0
1232	2011-12-08	24.89	53.0	1000	53000000
1233	2011-12-09	24.42	52.0	2500	132000000
1234	2011-12-12	24.42	52.0	7870	409240000
1235	2011-12-13	24.42	52.0	0	0
1236	2011-12-14	24.42	52.0	500	26000000
1237	2011-12-15	24.19	51.5	2450	126190000
1238	2011-12-16	24.19	51.5	4000	206000000
1239	2011-12-19	24.19	51.5	6500	334750000
1240	2011-12-20	23.48	50.0	20600	1037150000
1241	2011-12-21	23.25	49.5	5000	246950000
1242	2011-12-22	22.78	48.5	30	1465000
1243	2011-12-23	22.31	47.5	120	5810000
1244	2011-12-26	22.31	47.5	23410	1109975000
1245	2011-12-27	22.08	47.0	4610	214865000
1246	2011-12-28	21.61	46.0	17000	788000000
1247	2011-12-29	21.37	45.5	6520	296660000
1248	2011-12-30	21.46	45.7	9060	412242000
1249	2012-01-03	21.46	45.7	1020	46614000
1250	2012-01-04	21.14	45.0	7000	315000000
1251	2012-01-05	21.14	45.0	100	4500000
1252	2012-01-06	20.43	43.5	110	4935000
1253	2012-01-09	20.43	43.5	15110	657285000
1254	2012-01-10	19.45	41.4	116510	4823514000
1255	2012-01-11	19.49	41.5	1050	43475000
1256	2012-01-12	19.49	41.5	10030	416245000
1257	2012-01-13	18.83	40.1	99800	4023202000
1258	2012-01-16	19.45	41.4	100	4140000
1259	2012-01-17	18.55	39.5	10480	413960000
1260	2012-01-18	18.55	39.5	100	3950000
1261	2012-01-19	19.4	41.3	500	20650000
1262	2012-01-20	19.26	41.0	2500	102500000
1263	2012-01-30	19.3	41.1	2210	90853000
1264	2012-01-31	19.35	41.2	390	16143000
1265	2012-02-01	19.4	41.3	2690	111342000
1266	2012-02-02	19.73	42.0	4620	193284000
1267	2012-02-03	19.73	42.0	0	0
1268	2012-02-06	18.79	40.0	10	400000
1269	2012-02-07	18.46	39.3	2600	101834000
1270	2012-02-08	19.35	41.2	9650	397512000
1271	2012-02-09	19.35	41.2	5450	224540000
1272	2012-02-10	18.79	40.0	5800	234200000
1273	2012-02-13	19.59	41.7	110	4587000
1274	2012-02-14	18.79	40.0	1200	48200000
1275	2012-02-15	17.85	38.0	42780	1625850000
1276	2012-02-16	17.0	36.2	36810	1330938000
1277	2012-02-17	17.71	37.7	16210	587867000
1278	2012-02-20	18.55	39.5	1620	61470000
1279	2012-02-21	18.55	39.5	4060	160470000
1280	2012-02-22	18.51	39.4	3110	120010000
1281	2012-02-23	18.46	39.3	1100	43227000
1282	2012-02-24	18.51	39.4	3640	142051000
1283	2012-02-27	18.32	39.0	1780	70032000
1284	2012-02-28	18.08	38.5	2160	84210000
1285	2012-02-29	17.85	38.0	3270	124060000
1286	2012-03-01	18.51	39.4	3500	138067000
1287	2012-03-02	18.79	40.0	700	28000000
1288	2012-03-05	19.73	42.0	4350	182700000
1289	2012-03-06	20.67	44.0	2300	98505000
1290	2012-03-07	19.63	41.8	400	16767000
1291	2012-03-08	18.69	39.8	4560	182735000
1292	2012-03-09	19.35	41.2	1080	44198000
1293	2012-03-12	18.41	39.2	3120	122520000
1294	2012-03-13	18.69	39.8	30	1194000
1295	2012-03-14	18.69	39.8	0	0
1296	2012-03-15	19.26	41.0	60	2360000
1297	2012-03-16	20.15	42.9	830	35607000
1298	2012-03-19	19.16	40.8	2520	104521000
1299	2012-03-20	20.1	42.8	4250	177729000
1300	2012-03-21	20.1	42.8	770	32956000
1301	2012-03-22	20.1	42.8	0	0
1302	2012-03-23	20.15	42.9	60	2552000
1303	2012-03-26	20.67	44.0	5170	227125000
1304	2012-03-27	19.63	41.8	9210	384978000
1305	2012-03-28	19.26	41.0	38360	1572760000
1306	2012-03-29	19.26	41.0	230	9430000
1307	2012-03-30	18.41	39.2	20	784000
1308	2012-04-03	19.26	41.0	810	33138000
1309	2012-04-04	19.26	41.0	0	0
1310	2012-04-05	18.36	39.1	50	1955000
1311	2012-04-06	19.26	41.0	130	5297000
1312	2012-04-09	20.15	42.9	100	4290000
1313	2012-04-10	20.43	43.5	150	6225000
1314	2012-04-11	20.34	43.3	10	433000
1315	2012-04-12	20.34	43.3	3610	152109000
1316	2012-04-13	19.4	41.3	1500	61950000
1317	2012-04-16	20.1	42.8	140	5994000
1318	2012-04-17	19.77	42.1	1030	45080000
1319	2012-04-18	19.77	42.1	1880	79148000
1320	2012-04-19	19.16	40.8	20	816000
1321	2012-04-20	18.88	40.2	710	28950000
1322	2012-04-23	18.88	40.2	0	0
1323	2012-04-24	19.77	42.1	1020	40842000
1324	2012-04-25	19.73	42.0	1690	71470000
1325	2012-04-26	19.3	41.1	1520	62985000
1326	2012-04-27	19.68	41.9	190	7881000
1327	2012-05-02	20.24	43.1	3810	167035000
1328	2012-05-03	20.62	43.9	100	4390000
1329	2012-05-04	19.68	41.9	200	8380000
1330	2012-05-07	20.57	43.8	10	438000
1331	2012-05-08	20.57	43.8	3100	135780000
1332	2012-05-09	21.03	43.5	670	27429000
1333	2012-05-10	20.06	41.5	450	18770000
1334	2012-05-11	19.09	39.5	350	14025000
1335	2012-05-14	18.27	37.8	770	29172000
1336	2012-05-15	18.27	37.8	47000	1800330000
1337	2012-05-16	18.27	37.8	20830	788106000
1338	2012-05-17	18.37	38.0	57080	2157624000
1339	2012-05-18	18.37	38.0	22430	852182000
1340	2012-05-21	18.37	38.0	15190	577222000
1341	2012-05-22	17.64	36.5	11030	411359000
1342	2012-05-23	17.88	37.0	44790	1699330000
1343	2012-05-24	17.88	37.0	22180	820570000
1344	2012-05-25	17.88	37.0	50100	1850000000
1345	2012-05-28	17.88	37.0	4140	152993000
1346	2012-05-29	17.01	35.2	13900	503740000
1347	2012-05-30	17.06	35.3	101450	3602879000
1348	2012-05-31	17.06	35.3	260	9115000
1349	2012-06-01	17.16	35.5	4020	144150000
1350	2012-06-04	16.97	35.1	9520	334152000
1351	2012-06-05	17.59	36.4	10140	344777000
1352	2012-06-06	16.97	35.1	2130	75215000
1353	2012-06-07	17.35	35.9	10770	371263000
1354	2012-06-08	17.16	35.5	2870	102320000
1355	2012-06-11	17.16	35.5	0	0
1356	2012-06-12	17.64	36.5	10	365000
1357	2012-06-13	17.16	35.5	1250	44885000
1358	2012-06-14	17.16	35.5	230	8326000
1359	2012-06-15	17.21	35.6	10	356000
1360	2012-06-18	17.64	36.5	4270	157985000
1361	2012-06-19	17.4	36.0	110	3960000
1362	2012-06-20	17.45	36.1	3610	130321000
1363	2012-06-21	17.64	36.5	100	3614000
1364	2012-06-22	17.64	36.5	0	0
1365	2012-06-25	17.4	36.0	1010	36360000
1366	2012-06-26	17.4	36.0	0	0
1367	2012-06-27	17.4	36.0	4690	165564000
1368	2012-06-28	17.4	36.0	20	720000
1369	2012-06-29	17.4	36.0	510	18370000
1370	2012-07-02	17.45	36.1	1940	69555000
1371	2012-07-03	17.5	36.2	2320	83984000
1372	2012-07-04	17.55	36.3	200	7260000
1373	2012-07-05	17.59	36.4	1760	64064000
1374	2012-07-06	17.64	36.5	20	730000
1375	2012-07-09	17.64	36.5	0	0
1376	2012-07-10	17.69	36.6	700	26000000
1377	2012-07-11	17.98	37.2	50	1855000
1378	2012-07-12	17.98	37.2	0	0
1379	2012-07-13	17.79	36.8	10	368000
1380	2012-07-16	17.79	36.8	0	0
1381	2012-07-17	18.37	38.0	60	2225000
1382	2012-07-18	17.88	37.0	80	2963000
1383	2012-07-19	18.32	37.9	1060	39229000
1384	2012-07-20	18.32	37.9	1210	45856000
1385	2012-07-23	18.32	37.9	0	0
1386	2012-07-24	17.88	37.0	2360	86560000
1387	2012-07-25	18.13	37.5	130	4820000
1388	2012-07-26	18.32	37.9	20	758000
1389	2012-07-27	17.88	37.0	5000	185000000
1390	2012-07-30	17.88	37.0	29010	1071970000
1391	2012-07-31	17.88	37.0	1000	37000000
1392	2012-08-01	17.98	37.2	2410	89561000
1393	2012-08-02	18.03	37.3	31000	1154800000
1394	2012-08-03	18.03	37.3	45070	1678590000
1395	2012-08-06	18.08	37.4	320	11968000
1396	2012-08-07	17.98	37.2	5300	197660000
1397	2012-08-08	18.03	37.3	13000	484000000
1398	2012-08-09	18.08	37.4	2340	87416000
1399	2012-08-10	18.08	37.4	15780	590282000
1400	2012-08-13	18.13	37.5	120	4460000
1401	2012-08-14	18.22	37.7	12150	455655000
1402	2012-08-15	18.22	37.7	0	0
1403	2012-08-16	18.37	38.0	10010	375385000
1404	2012-08-17	18.37	38.0	30	1140000
1405	2012-08-20	18.37	38.0	0	0
1406	2012-08-21	18.37	38.0	0	0
1407	2012-08-22	18.61	38.5	1400	53490000
1408	2012-08-23	18.37	38.0	420	15680000
1409	2012-08-24	18.37	38.0	0	0
1410	2012-08-27	18.37	38.0	0	0
1411	2012-08-28	18.37	38.0	0	0
1412	2012-08-29	18.85	39.0	450	16390000
1413	2012-08-30	18.13	37.5	50	1875000
1414	2012-08-31	18.13	37.5	0	0
1415	2012-09-04	18.37	38.0	1620	61060000
1416	2012-09-05	18.75	38.8	30	1164000
1417	2012-09-06	18.17	37.6	960	36001000
1418	2012-09-07	18.17	37.6	0	0
1419	2012-09-10	18.13	37.5	10	375000
1420	2012-09-11	18.13	37.5	500	18750000
1421	2012-09-12	18.13	37.5	600	22225000
1422	2012-09-13	18.13	37.5	0	0
1423	2012-09-14	18.13	37.5	0	0
1424	2012-09-17	18.13	37.5	0	0
1425	2012-09-18	18.13	37.5	0	0
1426	2012-09-19	18.13	37.5	0	0
1427	2012-09-20	19.0	39.3	3000	117900000
1428	2012-09-21	18.27	37.8	1050	39281000
1429	2012-09-24	18.13	37.5	10	375000
1430	2012-09-25	18.13	37.5	0	0
1431	2012-09-26	19.0	39.3	100	3930000
1432	2012-09-27	19.0	39.3	490	19953000
1433	2012-09-28	18.13	37.5	50	1875000
1434	2012-10-01	18.13	37.5	0	0
1435	2012-10-02	18.13	37.5	220	8286000
1436	2012-10-03	18.13	37.5	500	18750000
1437	2012-10-04	18.08	37.4	9080	324292000
1438	2012-10-05	17.84	36.9	730	26878000
1439	2012-10-08	17.88	37.0	10	370000
1440	2012-10-09	17.88	37.0	20	740000
1441	2012-10-10	17.88	37.0	280	10360000
1442	2012-10-11	17.88	37.0	10	370000
1443	2012-10-12	17.88	37.0	510	18870000
1444	2012-10-15	17.88	37.0	10	370000
1445	2012-10-16	17.88	37.0	10	370000
1446	2012-10-17	17.88	37.0	1180	42780000
1447	2012-10-18	17.88	37.0	10	370000
1448	2012-10-19	17.88	37.0	10	370000
1449	2012-10-22	17.88	37.0	2270	83696000
1450	2012-10-23	18.61	38.5	10	385000
1451	2012-10-24	18.85	39.0	510	19155000
1452	2012-10-25	18.08	37.4	920	34170000
1453	2012-10-26	18.13	37.5	10	375000
1454	2012-10-29	17.88	37.0	60	2220000
1455	2012-10-30	18.27	37.8	200	7590000
1456	2012-10-31	18.27	37.8	0	0
1457	2012-11-01	18.61	38.5	170	6470000
1458	2012-11-02	18.61	38.5	0	0
1459	2012-11-05	19.09	39.5	180	7090000
1460	2012-11-06	19.04	39.4	460	17854000
1461	2012-11-07	18.37	38.0	1870	70366000
1462	2012-11-08	18.27	37.8	40	1512000
1463	2012-11-09	18.13	37.5	1100	41270000
1464	2012-11-12	18.37	38.0	30	1140000
1465	2012-11-13	18.37	38.0	2120	80452000
1466	2012-11-14	18.42	38.1	610	23175000
1467	2012-11-15	18.42	38.1	0	0
1468	2012-11-16	18.61	38.5	2790	103358000
1469	2012-11-19	18.85	39.0	2030	79129000
1470	2012-11-20	19.67	39.3	1700	66450000
1471	2012-11-21	19.27	38.5	5410	210515000
1472	2012-11-22	18.72	37.4	760	28052000
1473	2012-11-23	19.62	39.2	2330	90175000
1474	2012-11-26	18.77	37.5	10	375000
1475	2012-11-27	19.47	38.9	3400	129066000
1476	2012-11-28	19.47	38.9	0	0
1477	2012-11-29	18.67	37.3	720	26921000
1478	2012-11-30	19.52	39.0	4680	181960000
1479	2012-12-03	18.77	37.5	300	11250000
1480	2012-12-04	18.52	37.0	830	30710000
1481	2012-12-05	18.52	37.0	0	0
1482	2012-12-06	18.52	37.0	1260	46615000
1483	2012-12-07	18.52	37.0	0	0
1484	2012-12-10	18.47	36.9	10	369000
1485	2012-12-11	18.22	36.4	2100	76000000
1486	2012-12-12	18.47	36.9	680	24874000
1487	2012-12-13	18.02	36.0	1320	46813000
1488	2012-12-14	17.62	35.2	50	1760000
1489	2012-12-17	18.37	36.7	480	17408000
1490	2012-12-18	18.37	36.7	0	0
1491	2012-12-19	18.37	36.7	0	0
1492	2012-12-20	18.22	36.4	2700	98530000
1493	2012-12-21	18.02	36.0	5780	204570000
1494	2012-12-24	18.52	37.0	300	11050000
1495	2012-12-25	18.72	37.4	20	748000
1496	2012-12-26	18.52	37.0	1110	41230000
1497	2012-12-27	18.52	37.0	610	22560000
1498	2012-12-28	18.52	37.0	0	0
1499	2013-01-02	18.97	37.9	50	1895000
1500	2013-01-03	18.97	37.9	0	0
1501	2013-01-04	18.97	37.9	20	758000
1502	2013-01-07	18.97	37.9	200	7580000
1503	2013-01-08	18.92	37.8	50	1890000
1504	2013-01-09	18.92	37.8	2930	107430000
1505	2013-01-10	18.92	37.8	0	0
1506	2013-01-11	18.92	37.8	0	0
1507	2013-01-14	18.87	37.7	100	3770000
1508	2013-01-15	18.87	37.7	1800	67995000
1509	2013-01-16	19.02	38.0	190	7220000
1510	2013-01-17	19.02	38.0	0	0
1511	2013-01-18	18.52	37.0	460	17100000
1512	2013-01-21	18.52	37.0	1540	57045000
1513	2013-01-22	18.52	37.0	3240	116750000
1514	2013-01-23	18.52	37.0	150	5470000
1515	2013-01-24	18.52	37.0	0	0
1516	2013-01-25	18.52	37.0	80	2960000
1517	2013-01-28	18.77	37.5	570	21415000
1518	2013-01-29	19.52	39.0	200	7800000
1519	2013-01-30	19.52	39.0	0	0
1520	2013-01-31	18.17	36.3	2430	90022000
1521	2013-02-01	18.47	36.9	10	369000
1522	2013-02-04	18.47	36.9	10	369000
1523	2013-02-05	17.97	35.9	550	19560000
1524	2013-02-06	18.42	36.8	20	736000
1525	2013-02-07	18.52	37.0	2270	83990000
1526	2013-02-08	18.52	37.0	1260	46562000
1527	2013-02-18	18.52	37.0	0	0
1528	2013-02-19	19.17	38.3	510	19500000
1529	2013-02-20	19.52	39.0	10	390000
1530	2013-02-21	18.77	37.5	2930	110225000
1531	2013-02-22	18.77	37.5	0	0
1532	2013-02-25	18.77	37.5	0	0
1533	2013-02-26	19.52	39.0	750	28560000
1534	2013-02-27	19.52	39.0	0	0
1535	2013-02-28	19.52	39.0	0	0
1536	2013-03-01	19.52	39.0	370	14435000
1537	2013-03-04	19.52	39.0	0	0
1538	2013-03-05	19.52	39.0	11050	419950000
1539	2013-03-06	20.42	40.8	320	12356000
1540	2013-03-07	20.47	40.9	2420	94855000
1541	2013-03-08	19.07	38.1	1500	58230000
1542	2013-03-11	19.77	39.5	15420	601540000
1543	2013-03-12	19.77	39.5	100	3950000
1544	2013-03-13	21.07	42.1	5450	224601000
1545	2013-03-14	22.47	44.9	2200	94519000
1546	2013-03-15	23.27	46.5	6130	284392000
1547	2013-03-18	24.87	49.7	22110	1091351000
1548	2013-03-19	24.87	49.7	40	1955000
1549	2013-03-20	24.87	49.7	40	1961000
1550	2013-03-21	24.77	49.5	200	9650000
1551	2013-03-22	24.52	49.0	1220	56830000
1552	2013-03-25	24.47	48.9	170	8214000
1553	2013-03-26	23.72	47.4	570	26987000
1554	2013-03-27	23.02	46.0	100	4600000
1555	2013-03-28	24.02	48.0	970	44960000
1556	2013-03-29	23.92	47.8	2010	90591000
1557	2013-04-01	23.92	47.8	110	5258000
1558	2013-04-02	24.97	49.9	500	24710000
1559	2013-04-03	24.97	49.9	0	0
1560	2013-04-04	25.27	50.5	520	24660000
1561	2013-04-05	24.97	49.9	110	5489000
1562	2013-04-08	24.97	49.9	0	0
1563	2013-04-09	24.77	49.5	10	495000
1564	2013-04-10	25.78	51.5	5000	257500000
1565	2013-04-11	25.27	50.5	1040	49946000
1566	2013-04-12	25.02	50.0	300	14160000
1567	2013-04-15	24.97	49.9	1000	49900000
1568	2013-04-16	24.97	49.9	0	0
1569	2013-04-17	26.53	53.0	70	3710000
1570	2013-04-18	24.77	49.5	140	6965000
1571	2013-04-22	25.02	50.0	80	3995000
1572	2013-04-23	25.02	50.0	500	25000000
1573	2013-04-24	25.02	50.0	0	0
1574	2013-04-25	23.27	46.5	30	1395000
1575	2013-04-26	23.27	46.5	30	1395000
1576	2013-05-02	23.02	46.0	990	43290000
1577	2013-05-03	24.27	48.5	50	2370000
1578	2013-05-06	24.27	48.5	0	0
1579	2013-05-07	24.27	48.5	3200	152966000
1580	2013-05-08	24.27	48.5	600	27504000
1581	2013-05-09	25.02	50.0	630	31350000
1582	2013-05-10	24.52	49.0	2410	115710000
1583	2013-05-13	24.77	49.5	890	42805000
1584	2013-05-14	24.52	49.0	530	25120000
1585	2013-05-15	24.52	49.0	40	1959000
1586	2013-05-16	24.52	49.0	0	0
1587	2013-05-17	24.52	49.0	1770	86130000
1588	2013-05-20	25.92	49.8	90	4146000
1589	2013-05-21	25.71	49.4	2150	104700000
1590	2013-05-22	25.61	49.2	100	4910000
1591	2013-05-23	25.61	49.2	0	0
1592	2013-05-24	25.61	49.2	0	0
1593	2013-05-27	25.51	49.0	770	37435000
1594	2013-05-28	25.45	48.9	210	9759000
1595	2013-05-29	25.45	48.9	0	0
1596	2013-05-30	25.45	48.9	0	0
1597	2013-05-31	25.45	48.9	0	0
1598	2013-06-03	25.45	48.9	50	2445000
1599	2013-06-04	24.99	48.0	100	4700000
1600	2013-06-05	23.42	45.0	370	17910000
1601	2013-06-06	23.42	45.0	270	12150000
1602	2013-06-07	23.94	46.0	10	460000
1603	2013-06-10	23.94	46.0	0	0
1604	2013-06-11	25.51	49.0	840	37658000
1605	2013-06-12	25.51	49.0	50	2450000
1606	2013-06-13	25.45	48.9	280	13567000
1607	2013-06-14	25.45	48.9	0	0
1608	2013-06-17	25.71	49.4	30	1482000
1609	2013-06-18	25.71	49.4	0	0
1610	2013-06-19	25.77	49.5	3100	152212000
1611	2013-06-20	25.77	49.5	450	22275000
1612	2013-06-21	25.77	49.5	20	990000
1613	2013-06-24	25.77	49.5	0	0
1614	2013-06-25	25.77	49.5	0	0
1615	2013-06-26	25.77	49.5	0	0
1616	2013-06-27	25.25	48.5	690	32169000
1617	2013-06-28	25.25	48.5	100	4850000
1618	2013-07-01	25.25	48.5	30	1455000
1619	2013-07-02	25.25	48.5	20	970000
1620	2013-07-03	25.25	48.5	70	3395000
1621	2013-07-04	25.25	48.5	330	16005000
1622	2013-07-05	25.25	48.5	0	0
1623	2013-07-08	23.53	45.2	10	452000
1624	2013-07-09	24.99	48.0	620	26396000
1625	2013-07-10	25.77	49.5	70	3424000
1626	2013-07-11	25.51	49.0	20	980000
1627	2013-07-12	25.51	49.0	0	0
1628	2013-07-15	25.51	49.0	0	0
1629	2013-07-16	24.83	47.7	660	30865000
1630	2013-07-17	24.78	47.6	270	12201000
1631	2013-07-18	24.99	48.0	50	2400000
1632	2013-07-19	24.78	47.6	800	36979000
1633	2013-07-22	24.46	47.0	5760	261788000
1634	2013-07-23	23.16	44.5	20	890000
1635	2013-07-24	24.41	46.9	2500	108380000
1636	2013-07-25	24.36	46.8	2750	128688000
1637	2013-07-26	24.67	47.4	150	7110000
1638	2013-07-29	22.96	44.1	50	2205000
1639	2013-07-30	24.41	46.9	1020	47838000
1640	2013-07-31	22.75	43.7	1310	57539000
1641	2013-08-01	24.2	46.5	810	37415000
